window_id,window_start,cryptocurrency,tweet_count,mean_sentiment,sentiment_std,positive_ratio,negative_ratio,synthetic_count,policy_action,action_taken,oracle_triggered,agent,dataset
BTC_20221130T105000Z,2022-11-30 10:50:00+00:00,BTC,150,0.04050236534016825,0.2294566241853338,0.02666666666666667,0.006666666666666667,0,BUY,BUY,False,deterministic,sentiment_1.5
BTC_20221130T105500Z,2022-11-30 10:55:00+00:00,BTC,174,-0.016235413733634307,0.30503728464135554,0.022988505747126436,0.05747126436781609,0,SELL,SELL,False,deterministic,sentiment_1.5
BTC_20221130T110000Z,2022-11-30 11:00:00+00:00,BTC,274,0.03677862455871254,0.3125614468665898,0.05474452554744526,0.0364963503649635,0,HOLD,HOLD,False,deterministic,sentiment_1.5
BTC_20221130T110500Z,2022-11-30 11:05:00+00:00,BTC,179,0.043645216076629606,0.30829034835145336,0.061452513966480445,0.027932960893854747,0,BUY,BUY,False,deterministic,sentiment_1.5
BTC_20221130T111000Z,2022-11-30 11:10:00+00:00,BTC,153,0.02225733960193452,0.3407197114867016,0.058823529411764705,0.05228758169934641,0,HOLD,HOLD,False,deterministic,sentiment_1.5
BTC_20221130T111500Z,2022-11-30 11:15:00+00:00,BTC,149,0.010780376579062433,0.27836409831926645,0.020134228187919462,0.040268456375838924,0,HOLD,HOLD,False,deterministic,sentiment_1.5
BTC_20221130T112000Z,2022-11-30 11:20:00+00:00,BTC,189,0.06980913918632914,0.32906713556512757,0.06878306878306878,0.031746031746031744,0,BUY,BUY,False,deterministic,sentiment_1.5
BTC_20221130T112500Z,2022-11-30 11:25:00+00:00,BTC,144,-0.0008358650860221632,0.27544364803474886,0.034722222222222224,0.034722222222222224,0,HOLD,HOLD,False,deterministic,sentiment_1.5
BTC_20221130T113000Z,2022-11-30 11:30:00+00:00,BTC,188,0.07035711844590431,0.33531679764680705,0.09574468085106383,0.026595744680851064,0,BUY,BUY,False,deterministic,sentiment_1.5
BTC_20221130T113500Z,2022-11-30 11:35:00+00:00,BTC,157,0.026455446380742202,0.33915668472409033,0.06369426751592357,0.050955414012738856,0,HOLD,HOLD,False,deterministic,sentiment_1.5
BTC_20221130T114000Z,2022-11-30 11:40:00+00:00,BTC,202,0.0258254493024237,0.31980154914789305,0.06435643564356436,0.04455445544554455,0,HOLD,HOLD,False,deterministic,sentiment_1.5
BTC_20221130T114500Z,2022-11-30 11:45:00+00:00,BTC,174,0.04254470167590581,0.2996375256974542,0.040229885057471264,0.034482758620689655,0,BUY,BUY,False,deterministic,sentiment_1.5
BTC_20221130T115000Z,2022-11-30 11:50:00+00:00,BTC,124,-0.023613245692104125,0.3355188365866487,0.03225806451612903,0.06451612903225806,0,SELL,SELL,False,deterministic,sentiment_1.5
ETH_20221130T091500Z,2022-11-30 09:15:00+00:00,ETH,40,0.05165055559482421,0.10525586641756826,0.0,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T092000Z,2022-11-30 09:20:00+00:00,ETH,59,0.04687709415773463,0.1965406311880806,0.03389830508474576,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T092500Z,2022-11-30 09:25:00+00:00,ETH,77,0.005403728139671397,0.1916180265790575,0.012987012987012988,0.012987012987012988,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T093000Z,2022-11-30 09:30:00+00:00,ETH,83,0.04528267834761953,0.3533968110960424,0.07228915662650602,0.060240963855421686,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T093500Z,2022-11-30 09:35:00+00:00,ETH,57,0.03544787356727999,0.2169536227809635,0.03508771929824561,0.017543859649122806,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T094000Z,2022-11-30 09:40:00+00:00,ETH,57,0.10092852214808785,0.2954898388640954,0.08771929824561403,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T094500Z,2022-11-30 09:45:00+00:00,ETH,64,0.025654432894953047,0.256409986763866,0.03125,0.015625,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T095000Z,2022-11-30 09:50:00+00:00,ETH,60,0.04997505759820338,0.13740296355789267,0.0,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T095500Z,2022-11-30 09:55:00+00:00,ETH,58,0.01940296732435195,0.2038974671240816,0.017241379310344827,0.017241379310344827,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T100000Z,2022-11-30 10:00:00+00:00,ETH,104,0.007964400216363942,0.31531209510090996,0.04807692307692308,0.057692307692307696,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T100500Z,2022-11-30 10:05:00+00:00,ETH,56,0.02048856565462689,0.1959658732602704,0.017857142857142856,0.017857142857142856,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T101000Z,2022-11-30 10:10:00+00:00,ETH,66,0.0817455461488641,0.2684707065031526,0.06060606060606061,0.015151515151515152,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T101500Z,2022-11-30 10:15:00+00:00,ETH,60,0.1122020819728883,0.3419117227781723,0.1,0.03333333333333333,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T102000Z,2022-11-30 10:20:00+00:00,ETH,50,0.012383199334144572,0.09200783224280788,0.0,0.0,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T102500Z,2022-11-30 10:25:00+00:00,ETH,61,0.045629589780249044,0.1411922072531027,0.01639344262295082,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T103000Z,2022-11-30 10:30:00+00:00,ETH,61,0.06268010014423825,0.2736923299493424,0.06557377049180328,0.01639344262295082,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T103500Z,2022-11-30 10:35:00+00:00,ETH,61,0.06859141079800539,0.34053875691111807,0.08196721311475409,0.01639344262295082,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T104000Z,2022-11-30 10:40:00+00:00,ETH,75,0.02659320687875149,0.2492571039455071,0.02666666666666667,0.02666666666666667,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T104500Z,2022-11-30 10:45:00+00:00,ETH,67,0.0744073539972305,0.3265878508780386,0.05970149253731343,0.04477611940298507,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T105000Z,2022-11-30 10:50:00+00:00,ETH,65,0.04050783792940467,0.14509399678112664,0.015384615384615385,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T105500Z,2022-11-30 10:55:00+00:00,ETH,64,0.02491108570393407,0.2258443372717313,0.03125,0.015625,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T110000Z,2022-11-30 11:00:00+00:00,ETH,118,0.04986119373322667,0.2580300261962206,0.0423728813559322,0.01694915254237288,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T110500Z,2022-11-30 11:05:00+00:00,ETH,67,0.05928464766258179,0.26800102531228737,0.05970149253731343,0.014925373134328358,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T111000Z,2022-11-30 11:10:00+00:00,ETH,54,0.016529514359448248,0.27917417707932785,0.037037037037037035,0.037037037037037035,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T111500Z,2022-11-30 11:15:00+00:00,ETH,62,0.017388200162038663,0.19527204852544477,0.0,0.016129032258064516,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T112000Z,2022-11-30 11:20:00+00:00,ETH,87,0.07700045151507547,0.2966560249053047,0.08045977011494253,0.022988505747126436,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T112500Z,2022-11-30 11:25:00+00:00,ETH,58,0.002058764598492899,0.25939338806384193,0.034482758620689655,0.034482758620689655,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T113000Z,2022-11-30 11:30:00+00:00,ETH,82,0.0453641391813573,0.27356166805033305,0.04878048780487805,0.024390243902439025,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T113500Z,2022-11-30 11:35:00+00:00,ETH,65,0.028765863631493718,0.2336355523030785,0.03076923076923077,0.015384615384615385,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T114000Z,2022-11-30 11:40:00+00:00,ETH,69,0.08269231916283783,0.2575598739458235,0.07246376811594203,0.0,0,BUY,BUY,False,deterministic,sentiment_1.5
ETH_20221130T114500Z,2022-11-30 11:45:00+00:00,ETH,85,0.0399387147661079,0.2645355163009081,0.03529411764705882,0.023529411764705882,0,HOLD,HOLD,False,deterministic,sentiment_1.5
ETH_20221130T115000Z,2022-11-30 11:50:00+00:00,ETH,43,0.018140732960472236,0.22846248180090153,0.0,0.023255813953488372,0,HOLD,HOLD,False,deterministic,sentiment_1.5
